season,player,pos,fg_per_36_min,fga_per_36_min,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,percent_corner_3s_of_3pa,corner_3_point_percent
2018,JaVale McGee,C,8,12.8,0.621,4.4,0.973,0.621,0.215,0.073,0.064,0.027,0.638,0,0.824,NA,0.356,0.167,0
2018,Jaylen Brown,SG,6.2,13.4,0.465,12.4,0.619,0.356,0.136,0.055,0.071,0.381,0.507,0.395,0.536,0.967,0.077,0.376,0.426
2018,Jayson Tatum,SF,5.9,12.3,0.475,12.7,0.71,0.32,0.107,0.096,0.188,0.29,0.492,0.434,0.565,0.924,0.071,0.227,0.564
2018,Jeff Green,PF,5.8,12.2,0.477,11.2,0.725,0.398,0.146,0.087,0.095,0.275,0.54,0.312,0.583,0.962,0.115,0.4,0.338
2018,Jeff Teague,PG,5.5,12.4,0.446,12.3,0.713,0.209,0.272,0.157,0.073,0.287,0.477,0.368,0.104,0.56,0.013,0.096,0.409
2018,Jerami Grant,PF,5.3,10,0.535,7.8,0.759,0.586,0.121,0.022,0.031,0.241,0.613,0.291,0.731,0.938,0.184,0.5,0.273
2018,Jeremy Lamb,SG,7,15.2,0.457,13.9,0.695,0.204,0.177,0.154,0.16,0.305,0.495,0.37,0.399,0.681,0.025,0.181,0.435
2018,Jerian Grant,PG,4.5,10.7,0.416,15.7,0.628,0.199,0.111,0.131,0.187,0.372,0.468,0.326,0.155,0.656,0.01,0.08,0.467
2018,Jimmy Butler,SG,7.3,15.3,0.474,12.1,0.783,0.251,0.168,0.208,0.155,0.217,0.509,0.35,0.332,0.757,0.047,0.205,0.439
2018,Jodie Meeks,SG,5.1,12.6,0.399,17.8,0.466,0.12,0.12,0.099,0.127,0.534,0.464,0.343,0.765,0.944,0.003,0.2,0.357
2018,Joe Harris,SG,5.6,11.3,0.491,15.9,0.424,0.258,0.113,0.027,0.026,0.576,0.589,0.419,0.639,0.947,0.01,0.218,0.333
2018,Joe Ingles,SF,4.7,10,0.467,18,0.354,0.164,0.103,0.04,0.046,0.646,0.516,0.44,0.359,0.848,0.008,0.295,0.526
2018,Joe Johnson,SF,4.4,10.8,0.406,16.2,0.597,0.033,0.244,0.189,0.131,0.403,0.493,0.276,0.226,0.975,0.003,0.386,0.321
2018,Joe Young,PG,5.2,12,0.43,15.6,0.645,0.226,0.091,0.129,0.199,0.355,0.458,0.379,0.273,0.84,0.011,0.197,0.385
2018,Joel Embiid,C,9.6,19.9,0.483,11.1,0.797,0.293,0.176,0.22,0.106,0.203,0.527,0.308,0.439,0.924,0.087,0.051,0.364
2018,Joffrey Lauvergne,C,6.6,12.8,0.516,4.5,0.974,0.542,0.358,0.047,0.026,0.026,0.53,0,0.643,NA,0.132,0.6,0
2018,John Collins,PF,6.3,11,0.576,5.7,0.914,0.589,0.167,0.11,0.05,0.086,0.598,0.34,0.742,1,0.273,0.723,0.353
2018,John Henson,C,5.2,9.2,0.572,4.5,0.986,0.558,0.317,0.026,0.084,0.014,0.578,0.143,0.815,1,0.227,0.143,0
2018,Jonas Jerebko,PF,5,10.8,0.466,14,0.54,0.261,0.176,0.041,0.062,0.46,0.511,0.414,0.691,1,0.038,0.42,0.53
2018,Jonas Valančiūnas,C,8.1,14.3,0.568,6.4,0.892,0.443,0.333,0.093,0.025,0.108,0.587,0.405,0.636,0.9,0.108,0.081,0.667
2018,Jonathon Simmons,SG,6.3,13.5,0.465,11.8,0.732,0.269,0.229,0.114,0.118,0.268,0.512,0.338,0.351,0.855,0.038,0.27,0.345
2018,Jordan Bell,C,5.2,8.2,0.627,4,0.978,0.703,0.13,0.103,0.043,0.022,0.641,0,0.733,NA,0.292,0,NA
2018,Jordan Clarkson,SG,8.2,18.2,0.451,13.7,0.667,0.246,0.142,0.133,0.146,0.333,0.5,0.352,0.277,0.795,0.017,0.164,0.423
2018,Jordan Clarkson,SG,8.6,19.1,0.448,13.2,0.685,0.264,0.147,0.121,0.153,0.315,0.505,0.324,0.273,0.794,0.015,0.114,0.292
2018,José Calderón,PG,3.7,7.3,0.503,17.8,0.476,0.178,0.043,0.076,0.178,0.524,0.545,0.464,0.229,0.822,0,0.155,0.6
2018,Josh Hart,SG,4.3,9.2,0.469,15.1,0.475,0.317,0.061,0.053,0.043,0.525,0.551,0.396,0.633,0.936,0.027,0.198,0.513
2018,Josh Huestis,PF,2.2,6.7,0.33,16.4,0.368,0.275,0.038,0.022,0.033,0.632,0.403,0.287,0.556,1,0.115,0.357,0.268
2018,Josh Jackson,SF,7.1,17.1,0.417,10.7,0.767,0.349,0.193,0.111,0.115,0.233,0.464,0.263,0.361,0.912,0.082,0.235,0.294
2018,Josh Richardson,SF,5.3,11.8,0.451,14.9,0.62,0.198,0.141,0.119,0.163,0.38,0.495,0.378,0.397,0.953,0.025,0.25,0.345
2018,Jrue Holiday,SG,7.6,15.3,0.494,11.6,0.714,0.298,0.219,0.11,0.085,0.286,0.557,0.337,0.345,0.708,0.03,0.163,0.293
2018,Julius Randle,C,8.3,14.9,0.558,4.9,0.95,0.545,0.315,0.041,0.048,0.05,0.575,0.222,0.534,1,0.116,0.111,0.4
2018,Justin Holiday,SG,4.6,12.4,0.371,18.4,0.426,0.13,0.068,0.075,0.151,0.574,0.387,0.359,0.705,0.957,0.024,0.301,0.356
2018,Justin Jackson,SF,4.4,10,0.442,15.4,0.558,0.186,0.15,0.112,0.11,0.442,0.547,0.308,0.711,1,0.024,0.384,0.366
2018,Justise Winslow,PF,4.4,10.5,0.424,10.3,0.736,0.367,0.238,0.072,0.055,0.264,0.44,0.38,0.468,1,0.037,0.543,0.4
2018,Jusuf Nurkić,C,8.3,16.4,0.505,5.9,0.993,0.466,0.304,0.091,0.131,0.007,0.508,0,0.694,NA,0.068,0,NA
2018,Karl-Anthony Towns,C,7.9,14.5,0.545,10.3,0.757,0.341,0.246,0.089,0.08,0.243,0.585,0.421,0.642,0.975,0.096,0.161,0.565
2018,Kelly Olynyk,PF,6.4,12.9,0.497,14.4,0.56,0.274,0.137,0.066,0.082,0.44,0.59,0.379,0.533,0.906,0.033,0.139,0.41
2018,Kelly Oubre Jr.,SF,5.1,12.7,0.403,14.9,0.533,0.242,0.148,0.063,0.08,0.467,0.456,0.341,0.531,0.921,0.067,0.271,0.29
2018,Kemba Walker,PG,7.7,17.9,0.431,16,0.559,0.227,0.086,0.095,0.151,0.441,0.469,0.384,0.151,0.481,0.001,0.048,0.379
2018,Kent Bazemore,SG,5.7,13.6,0.42,14.7,0.595,0.226,0.139,0.08,0.149,0.405,0.438,0.394,0.472,0.833,0.031,0.285,0.436
2018,Kentavious Caldwell-Pope,SG,5,11.7,0.426,17.2,0.48,0.197,0.065,0.061,0.157,0.52,0.473,0.383,0.613,0.874,0.026,0.154,0.406
2018,Kevin Durant,SF,9.8,18.9,0.516,15.4,0.662,0.179,0.096,0.201,0.185,0.338,0.565,0.419,0.488,0.688,0.084,0.094,0.564
2018,Kevin Love,C,7.3,15.9,0.458,14.9,0.547,0.243,0.122,0.095,0.089,0.453,0.494,0.415,0.645,0.978,0.008,0.297,0.378
2018,Kevon Looney,C,4.4,7.6,0.58,4.8,0.974,0.627,0.202,0.073,0.067,0.026,0.59,0.2,0.685,1,0.218,0,NA
2018,Khris Middleton,SF,7.2,15.4,0.466,15.1,0.68,0.14,0.133,0.218,0.189,0.32,0.517,0.359,0.427,0.842,0.023,0.199,0.432
2018,Klay Thompson,SG,8.3,16.9,0.488,17.9,0.558,0.121,0.054,0.14,0.244,0.442,0.526,0.44,0.743,0.952,0.009,0.175,0.473
2018,Kosta Koufos,C,5.7,10.1,0.571,5,1,0.391,0.476,0.131,0.003,0,0.571,NA,0.689,NA,0.064,NA,NA
2018,Kris Dunn,PG,6.8,15.7,0.429,12,0.799,0.263,0.168,0.179,0.189,0.201,0.457,0.321,0.173,0.628,0.033,0.134,0.389
2018,Kyle Anderson,SF,4.2,8,0.527,8.4,0.87,0.388,0.249,0.128,0.105,0.13,0.556,0.333,0.514,0.947,0.039,0.649,0.405
2018,Kyle Korver,SG,5.1,11.1,0.459,22.1,0.223,0.062,0.017,0.037,0.107,0.777,0.537,0.436,0.948,0.976,0,0.223,0.512
2018,Kyle Kuzma,PF,7,15.6,0.45,14.1,0.582,0.257,0.176,0.074,0.073,0.418,0.511,0.366,0.531,0.881,0.035,0.18,0.372
2018,Kyle Lowry,PG,5.8,13.5,0.427,18.5,0.369,0.175,0.085,0.055,0.054,0.631,0.474,0.399,0.267,0.643,0,0.102,0.475
2018,Kyle O'Quinn,C,5.8,10,0.583,7.3,0.956,0.477,0.19,0.135,0.154,0.044,0.599,0.235,0.659,1,0.086,0.235,0.5
2018,Kyrie Irving,PG,10,20.3,0.491,14.5,0.626,0.223,0.158,0.132,0.112,0.374,0.541,0.408,0.264,0.53,0.002,0.123,0.42
2018,LaMarcus Aldridge,C,9.9,19.3,0.51,9.8,0.932,0.275,0.212,0.256,0.189,0.068,0.526,0.293,0.502,0.963,0.036,0.163,0.467
2018,Lance Stephenson,SG,5.9,13.8,0.427,14.7,0.673,0.292,0.086,0.072,0.223,0.327,0.495,0.289,0.237,0.716,0.025,0.194,0.356
2018,Lance Thomas,PF,2.7,7.1,0.382,15.3,0.536,0.228,0.127,0.049,0.131,0.464,0.364,0.403,0.5,1,0.034,0.452,0.446
2018,Langston Galloway,SG,5.3,14.2,0.371,20.7,0.359,0.038,0.076,0.085,0.159,0.641,0.418,0.344,0.451,0.92,0,0.202,0.364
2018,Larry Nance Jr.,C,6.1,10.5,0.581,6.1,0.971,0.581,0.157,0.087,0.148,0.029,0.594,0.167,0.744,1,0.269,0.25,0
2018,Lauri Markkanen,PF,6.7,15.4,0.434,15.1,0.535,0.244,0.118,0.08,0.093,0.465,0.497,0.362,0.642,0.966,0.079,0.115,0.326
2018,LeBron James,PF,10.2,18.8,0.542,10.9,0.743,0.423,0.114,0.089,0.118,0.257,0.603,0.367,0.301,0.356,0.08,0.084,0.382
2018,Lonzo Ball,PG,4.1,11.4,0.36,16.1,0.477,0.273,0.092,0.053,0.059,0.523,0.42,0.305,0.327,0.744,0.03,0.115,0.235
2018,Lou Williams,SG,8.1,18.6,0.435,14.7,0.613,0.222,0.146,0.12,0.123,0.387,0.484,0.359,0.242,0.651,0.01,0.195,0.277
2018,Luc Mbah a Moute,PF,3.8,7.9,0.481,13.2,0.499,0.403,0.075,0,0.02,0.501,0.599,0.364,0.777,0.984,0.072,0.41,0.282
2018,Luke Babbitt,SF,4.6,10.8,0.423,20.9,0.274,0.042,0.056,0.102,0.074,0.726,0.525,0.385,0.548,0.983,0.009,0.276,0.395
2018,Luke Kennard,SG,5.1,11.4,0.443,16.5,0.581,0.133,0.135,0.127,0.185,0.419,0.463,0.415,0.528,0.975,0.011,0.144,0.393
2018,Malcolm Delaney,PG,3.9,10.1,0.382,16.7,0.565,0.168,0.095,0.084,0.218,0.435,0.391,0.371,0.397,0.739,0.004,0.226,0.429
2018,Malik Beasley,SG,4.5,11,0.41,14.6,0.539,0.242,0.163,0.051,0.084,0.461,0.469,0.341,0.711,0.929,0.056,0.354,0.31
2018,Malik Monk,SG,6.4,17.9,0.36,19.3,0.428,0.101,0.085,0.082,0.16,0.572,0.385,0.342,0.386,0.627,0.014,0.177,0.349
2018,Manu Ginóbili,SG,5.6,12.8,0.434,13.8,0.585,0.283,0.153,0.099,0.048,0.415,0.506,0.333,0.423,0.797,0.015,0.198,0.342
2018,Marc Gasol,C,6.5,15.4,0.42,14.3,0.69,0.159,0.207,0.185,0.139,0.31,0.456,0.341,0.662,0.972,0.035,0.022,0.429
2018,Marcin Gortat,C,5,9.7,0.518,5.5,1,0.411,0.352,0.216,0.021,0,0.518,NA,0.755,NA,0.066,NA,NA
2018,Marco Belinelli,SG,6.2,14.1,0.441,18.9,0.483,0.126,0.05,0.064,0.242,0.517,0.509,0.377,0.803,0.879,0.008,0.144,0.404
2018,Marco Belinelli,SG,5.9,14.4,0.41,18.9,0.491,0.122,0.045,0.074,0.247,0.509,0.45,0.372,0.738,0.837,0.01,0.15,0.432
2018,Marcus Morris,PF,6.5,15.3,0.429,16.5,0.617,0.139,0.128,0.16,0.19,0.383,0.467,0.368,0.483,0.919,0.018,0.175,0.341
2018,Marcus Smart,SG,4.2,11.5,0.367,16.3,0.517,0.177,0.161,0.095,0.083,0.483,0.429,0.301,0.333,0.76,0.012,0.145,0.278
2018,Mario Chalmers,PG,4.3,11.2,0.379,15.1,0.569,0.242,0.142,0.106,0.079,0.431,0.456,0.277,0.278,0.83,0,0.209,0.3
2018,Mario Hezonja,SF,5.9,13.4,0.442,15,0.567,0.246,0.143,0.063,0.113,0.433,0.523,0.337,0.568,0.878,0.057,0.131,0.314
2018,Markieff Morris,PF,6,12.6,0.48,13.8,0.699,0.194,0.157,0.233,0.115,0.301,0.529,0.367,0.669,1,0.045,0.271,0.321
2018,Marquese Chriss,PF,4.8,11.2,0.423,12.4,0.602,0.371,0.113,0.061,0.057,0.398,0.509,0.295,0.692,1,0.157,0.268,0.255
2018,Marreese Speights,C,7.4,18.6,0.395,20.1,0.332,0.074,0.12,0.072,0.066,0.668,0.448,0.369,0.615,0.977,0.014,0.056,0.538
2018,Marvin Williams,PF,4.6,10.1,0.458,15.9,0.458,0.231,0.135,0.055,0.036,0.542,0.512,0.413,0.652,0.992,0.014,0.259,0.405
2018,Mason Plumlee,C,5.5,9.2,0.601,2.9,0.997,0.674,0.264,0.035,0.024,0.003,0.602,0,0.715,NA,0.31,0,NA
2018,Maurice Harkless,SF,4.2,8.5,0.495,11.2,0.603,0.458,0.098,0.007,0.04,0.397,0.547,0.415,0.602,0.98,0.135,0.441,0.404
2018,Maxi Kleber,PF,4.5,9.2,0.489,12.8,0.586,0.366,0.094,0.065,0.061,0.414,0.613,0.313,0.793,1,0.155,0.406,0.365
2018,Michael Beasley,PF,8.9,17.6,0.507,9,0.893,0.328,0.268,0.171,0.124,0.107,0.52,0.395,0.467,0.912,0.052,0.267,0.304
2018,Michael Carter-Williams,PG,3.3,9.9,0.332,11.3,0.742,0.314,0.214,0.1,0.114,0.258,0.365,0.237,0.339,0.857,0.035,0.373,0.227
2018,Michael Kidd-Gilchrist,SF,5.5,10.9,0.504,8.3,0.996,0.404,0.188,0.146,0.259,0.004,0.505,0,0.674,NA,0.052,0.5,0
2018,Mike Muscala,C,4.9,10.6,0.458,15.8,0.465,0.231,0.096,0.103,0.038,0.535,0.559,0.371,0.654,1,0.042,0.329,0.491
2018,Mike Scott,PF,7.1,13.4,0.527,14,0.689,0.168,0.193,0.176,0.153,0.311,0.582,0.405,0.743,1,0.015,0.258,0.452
2018,Miles Plumlee,C,4.1,7.1,0.583,3,1,0.65,0.267,0.061,0.022,0,0.583,NA,0.781,NA,0.35,NA,NA
2018,Montrezl Harrell,C,9.7,15.3,0.635,3.5,0.987,0.646,0.268,0.051,0.02,0.013,0.641,0.143,0.669,0,0.234,0,NA
2018,Myles Turner,C,6,12.5,0.479,14.1,0.754,0.26,0.105,0.085,0.305,0.246,0.519,0.357,0.736,0.982,0.085,0.089,0.286
2018,Nemanja Bjelica,PF,4.5,9.7,0.461,14.4,0.507,0.261,0.194,0.024,0.024,0.493,0.505,0.415,0.6,0.934,0.022,0.246,0.4
2018,Nenê,C,6.5,11.4,0.569,4.2,0.992,0.632,0.197,0.088,0.075,0.008,0.574,0,0.787,NA,0.197,1,0
2018,Nick Young,SG,5.2,12.6,0.412,20.6,0.332,0.07,0.023,0.113,0.127,0.668,0.481,0.377,0.641,0.886,0.006,0.279,0.396
2018,Nicolas Batum,SG,4.9,11.8,0.415,17.5,0.578,0.109,0.063,0.197,0.209,0.422,0.473,0.336,0.388,0.848,0.015,0.109,0.267
2018,Nikola Jokić,C,7.4,14.9,0.499,11.9,0.723,0.225,0.287,0.113,0.096,0.277,0.538,0.396,0.542,0.892,0.009,0.075,0.571
2018,Nikola Mirotić,PF,7.4,16.5,0.447,16.8,0.477,0.196,0.095,0.088,0.095,0.523,0.525,0.377,0.643,0.889,0.02,0.19,0.412
2018,Nikola Vučević,C,8.5,18,0.475,12.7,0.757,0.213,0.223,0.154,0.168,0.243,0.527,0.314,0.672,1,0.04,0.01,0.5
2018,Noah Vonleh,PF,4.3,9.6,0.444,11.3,0.718,0.376,0.154,0.06,0.128,0.282,0.5,0.303,0.488,0.95,0.111,0.076,0.2
2018,Norman Powell,SG,5.1,12.7,0.401,14.6,0.503,0.278,0.134,0.04,0.051,0.497,0.516,0.285,0.412,0.925,0.043,0.333,0.29
2018,OG Anunoby,SF,4,8.4,0.471,14.5,0.431,0.353,0.049,0.014,0.014,0.569,0.604,0.371,0.711,0.945,0.136,0.528,0.452
2018,Omri Casspi,SF,5.8,10.1,0.58,6.1,0.894,0.507,0.3,0.082,0.005,0.106,0.595,0.455,0.791,1,0.053,0.227,0.8
2018,Otto Porter Jr.,SF,6.6,13.1,0.503,15.4,0.646,0.177,0.124,0.145,0.2,0.354,0.537,0.441,0.632,0.913,0.021,0.182,0.456
2018,P.J. Tucker,PF,2.7,7,0.39,18.4,0.297,0.15,0.077,0.011,0.059,0.703,0.435,0.371,0.579,0.983,0.005,0.655,0.399
2018,Pascal Siakam,PF,5.4,10.7,0.508,8.8,0.735,0.456,0.227,0.046,0.006,0.265,0.612,0.22,0.688,1,0.092,0.53,0.257
2018,Pat Connaughton,SG,4,9.4,0.423,16.1,0.462,0.231,0.115,0.051,0.064,0.538,0.506,0.352,0.692,0.932,0.056,0.195,0.244
2018,Patrick McCaw,SG,3.4,8.4,0.409,12.9,0.644,0.347,0.133,0.062,0.107,0.356,0.503,0.238,0.699,1,0.058,0.275,0.455
2018,Patrick Patterson,PF,3,7.5,0.398,17.5,0.357,0.128,0.135,0.06,0.03,0.643,0.421,0.386,0.6,1,0,0.433,0.392
2018,Patty Mills,PG,4.8,11.7,0.411,19.9,0.393,0.111,0.043,0.023,0.216,0.607,0.47,0.372,0.476,0.76,0,0.147,0.459
2018,Pau Gasol,C,5.7,12.5,0.458,10.8,0.809,0.311,0.201,0.126,0.169,0.191,0.481,0.358,0.676,1,0.038,0.325,0.333
2018,Paul George,SF,7.2,16.7,0.43,16.1,0.546,0.196,0.091,0.113,0.146,0.454,0.454,0.401,0.358,0.803,0.032,0.195,0.437
2018,Paul Zipser,SF,3.5,10.2,0.346,16.9,0.53,0.15,0.12,0.077,0.184,0.47,0.355,0.336,0.591,0.973,0.026,0.209,0.391
2018,Quincy Acy,PF,3.4,9.7,0.356,20.7,0.2,0.115,0.027,0.025,0.033,0.8,0.384,0.349,0.857,0.99,0.036,0.305,0.404
2018,Rajon Rondo,PG,4.9,10.4,0.468,11,0.696,0.403,0.148,0.047,0.099,0.304,0.526,0.333,0.215,0.7,0.006,0.42,0.286
2018,Raymond Felton,PG,5.9,14.6,0.406,16.9,0.583,0.168,0.111,0.092,0.212,0.417,0.444,0.352,0.077,0.728,0,0.17,0.462
2018,Reggie Bullock,SF,5.5,11.3,0.489,16.2,0.485,0.198,0.11,0.101,0.077,0.515,0.536,0.445,0.817,0.968,0.002,0.267,0.453
2018,Ricky Rubio,PG,5.5,13.2,0.418,15.4,0.67,0.172,0.093,0.158,0.247,0.33,0.451,0.352,0.288,0.865,0,0.271,0.351
2018,Robert Covington,SF,4.9,11.9,0.413,18.9,0.342,0.178,0.069,0.031,0.063,0.658,0.497,0.369,0.81,0.97,0.037,0.113,0.387
2018,Robin Lopez,C,7.3,13.7,0.53,7.6,0.978,0.315,0.392,0.085,0.186,0.022,0.536,0.286,0.731,0.75,0.056,0,NA
2018,Rodney Hood,SG,7.2,16.7,0.429,16.9,0.557,0.101,0.149,0.152,0.154,0.443,0.467,0.381,0.369,0.732,0.025,0.162,0.389
2018,Rondae Hollis-Jefferson,SF,6.4,13.6,0.472,7.6,0.925,0.377,0.273,0.206,0.069,0.075,0.491,0.241,0.556,1,0.041,0.5,0.333
2018,Royce O'Neale,SF,3.8,8.9,0.423,12.8,0.585,0.331,0.148,0.088,0.018,0.415,0.47,0.356,0.5,0.857,0.039,0.475,0.411
2018,Rudy Gay,PF,7.4,15.7,0.471,11.7,0.78,0.261,0.207,0.218,0.095,0.22,0.516,0.314,0.403,0.865,0.071,0.246,0.31
2018,Rudy Gobert,C,5.5,8.8,0.622,2.4,1,0.757,0.194,0.023,0.025,0,0.622,NA,0.772,NA,0.369,NA,NA
2018,Russell Westbrook,PG,9.4,20.8,0.449,11.3,0.807,0.375,0.072,0.151,0.209,0.193,0.485,0.298,0.17,0.433,0.043,0.055,0.333
2018,Ryan Anderson,PF,4.3,10,0.431,20.4,0.294,0.142,0.044,0.04,0.069,0.706,0.539,0.386,0.342,0.992,0.019,0.109,0.405
2018,Salah Mejri,C,4.3,6.8,0.642,2.6,0.978,0.788,0.161,0,0.029,0.022,0.657,0,0.693,NA,0.255,0,NA
2018,Sam Dekker,PF,5.2,10.6,0.494,8.2,0.768,0.564,0.131,0.023,0.05,0.232,0.593,0.167,0.712,0.9,0.143,0.267,0.188
2018,Sean Kilpatrick,SG,6.2,16.5,0.374,15.8,0.51,0.218,0.129,0.065,0.099,0.49,0.427,0.319,0.469,0.761,0.003,0.278,0.325
2018,Semi Ojeleye,PF,2,5.9,0.346,17.8,0.335,0.165,0.101,0.021,0.048,0.665,0.397,0.32,0.8,0.95,0.037,0.496,0.371
2018,Serge Ibaka,PF,6.5,13.5,0.483,15.1,0.621,0.162,0.154,0.154,0.151,0.379,0.559,0.36,0.699,0.953,0.06,0.152,0.444
2018,Shabazz Napier,PG,5.2,12.5,0.42,16.2,0.589,0.192,0.085,0.087,0.226,0.411,0.45,0.376,0.241,0.72,0.002,0.156,0.412
2018,Shane Larkin,PG,3.9,10.2,0.384,15.3,0.607,0.242,0.096,0.068,0.201,0.393,0.398,0.36,0.264,0.774,0,0.151,0.462
2018,Shaun Livingston,PG,5.5,10.9,0.501,9.3,0.985,0.236,0.192,0.461,0.096,0.015,0.509,0,0.529,NA,0.093,0.4,0
2018,Shelvin Mack,PG,4.7,10.9,0.43,13.1,0.664,0.229,0.225,0.118,0.092,0.336,0.473,0.345,0.323,0.688,0,0.137,0.421
2018,Sindarius Thornwell,SG,3.1,7.3,0.429,10.2,0.738,0.399,0.215,0.052,0.073,0.262,0.448,0.377,0.688,1,0.047,0.459,0.393
2018,Skal Labissière,PF,6,13.3,0.448,9.9,0.889,0.255,0.31,0.175,0.148,0.111,0.459,0.353,0.556,1,0.114,0.039,1
2018,Spencer Dinwiddie,PG,5.1,13.1,0.387,16.1,0.483,0.233,0.122,0.084,0.045,0.517,0.452,0.326,0.142,0.596,0.017,0.081,0.371
2018,Stanley Johnson,SF,4,10.6,0.375,14.8,0.582,0.22,0.157,0.084,0.121,0.418,0.439,0.286,0.371,0.97,0.023,0.303,0.282
2018,Stephen Curry,PG,9.4,19.1,0.495,18.4,0.42,0.175,0.065,0.073,0.108,0.58,0.595,0.423,0.417,0.618,0.001,0.134,0.358
2018,Sterling Brown,SG,3.8,9.5,0.4,14.2,0.556,0.268,0.137,0.083,0.068,0.444,0.439,0.352,0.58,0.938,0.034,0.44,0.375
2018,Steven Adams,C,6.5,10.3,0.629,2.6,0.997,0.708,0.233,0.052,0.004,0.003,0.631,0,0.69,NA,0.242,0,NA
2018,T.J. Leaf,PF,5,10.7,0.471,11.3,0.691,0.36,0.162,0.096,0.074,0.309,0.489,0.429,0.5,1,0.051,0.333,0.357
2018,T.J. McConnell,PG,4.4,8.9,0.499,10.8,0.853,0.233,0.247,0.278,0.095,0.147,0.51,0.435,0.311,1,0,0.371,0.609
2018,T.J. Warren,SF,8.9,17.9,0.498,8.8,0.915,0.378,0.182,0.188,0.167,0.085,0.523,0.222,0.617,1,0.041,0.411,0.216
2018,Taj Gibson,PF,5.6,9.7,0.577,6.5,0.953,0.482,0.236,0.117,0.118,0.047,0.595,0.2,0.711,1,0.125,0.771,0.222
2018,Tarik Black,C,5,8.5,0.591,4.3,0.913,0.717,0.173,0,0.024,0.087,0.638,0.091,0.824,1,0.315,0.273,0.333
2018,Taurean Prince,SF,6.1,14.2,0.426,14.9,0.531,0.234,0.139,0.095,0.063,0.469,0.461,0.385,0.381,0.898,0.024,0.223,0.48
2018,Terrance Ferguson,SG,3.3,8,0.414,19,0.29,0.166,0.03,0.018,0.077,0.71,0.612,0.333,0.767,1,0.077,0.508,0.426
2018,Terry Rozier,PG,5.5,13.9,0.395,16.8,0.498,0.18,0.121,0.085,0.111,0.503,0.41,0.381,0.264,0.706,0.014,0.157,0.365
2018,Thaddeus Young,PF,5.8,11.9,0.487,9.2,0.791,0.387,0.256,0.073,0.076,0.209,0.531,0.32,0.565,0.948,0.052,0.331,0.317
2018,Thon Maker,C,3.8,9.2,0.411,13.4,0.671,0.285,0.13,0.104,0.152,0.329,0.467,0.298,0.899,1,0.101,0.452,0.34
2018,Tim Frazier,PG,2.9,7.4,0.395,15.8,0.674,0.157,0.128,0.128,0.262,0.326,0.44,0.304,0.431,0.588,0.012,0.054,0.333
2018,Tim Hardaway Jr.,SG,6.9,16.3,0.421,16.4,0.521,0.222,0.089,0.091,0.119,0.479,0.516,0.317,0.504,0.792,0.028,0.124,0.373
2018,Timothé Luwawu-Cabarrot,SF,4.5,11.9,0.375,16.2,0.408,0.288,0.075,0.004,0.041,0.592,0.431,0.335,0.851,0.962,0.011,0.291,0.348
2018,Tobias Harris,PF,7.6,16.5,0.46,13.9,0.636,0.212,0.183,0.156,0.084,0.364,0.488,0.411,0.459,0.869,0.048,0.227,0.446
2018,Tomáš Satoranský,SG,4.4,8.4,0.523,11.9,0.737,0.266,0.224,0.122,0.125,0.263,0.544,0.465,0.526,1,0.042,0.406,0.488
2018,Tony Parker,PG,6,13,0.459,10.4,0.905,0.338,0.144,0.126,0.296,0.095,0.479,0.27,0.286,0.9,0,0.757,0.286
2018,Tony Snell,SG,3.2,7.5,0.435,18,0.369,0.167,0.082,0.052,0.068,0.631,0.49,0.403,0.623,1,0.035,0.366,0.439
2018,Treveon Graham,SG,3.3,7.6,0.434,14.4,0.561,0.253,0.14,0.1,0.068,0.439,0.452,0.412,0.607,0.975,0.005,0.402,0.41
2018,Trevor Ariza,SF,4.3,10.3,0.412,18,0.29,0.22,0.052,0.008,0.011,0.71,0.519,0.368,0.592,0.953,0.029,0.392,0.431
2018,Trevor Booker,PF,5.5,10.7,0.516,6.6,0.904,0.411,0.379,0.076,0.038,0.096,0.545,0.242,0.598,1,0.023,0.273,0.222
2018,Trey Lyles,PF,7,14.2,0.491,12.9,0.604,0.3,0.185,0.078,0.04,0.396,0.563,0.381,0.642,0.988,0.08,0.188,0.366
2018,Tristan Thompson,C,4.4,7.9,0.562,3.2,1,0.664,0.255,0.06,0.026,0,0.562,NA,0.712,NA,0.196,NA,NA
2018,Troy Daniels,SG,5.1,12.8,0.403,22.2,0.203,0.049,0.03,0.054,0.071,0.797,0.419,0.4,0.694,0.923,0,0.231,0.5
2018,Tyler Dorsey,SG,5.3,14.1,0.377,17.6,0.479,0.173,0.094,0.068,0.147,0.521,0.393,0.362,0.444,0.819,0.01,0.146,0.31
2018,Tyler Ennis,PG,5,11.8,0.42,10.7,0.75,0.384,0.192,0.063,0.112,0.25,0.476,0.25,0.325,0.714,0,0.143,0.5
2018,Tyler Johnson,PG,5.4,12.5,0.435,16,0.544,0.198,0.118,0.082,0.146,0.456,0.491,0.367,0.532,0.95,0.031,0.287,0.366
