season,player,pos,fg_per_36_min,fga_per_36_min,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,percent_corner_3s_of_3pa,corner_3_point_percent
2020,Grant Williams,PF,3,7.3,0.412,14.2,0.545,0.265,0.19,0.071,0.019,0.455,0.548,0.25,0.619,0.875,0.033,0.427,0.293
2020,Harrison Barnes,PF,5.3,11.5,0.46,11.8,0.662,0.294,0.285,0.058,0.025,0.338,0.501,0.381,0.525,0.873,0.043,0.336,0.356
2020,Hassan Whiteside,C,7.8,12.6,0.621,5,0.99,0.558,0.259,0.108,0.064,0.01,0.622,0.571,0.646,1,0.188,0,NA
2020,Isaac Bonga,SF,3.4,6.7,0.504,10.1,0.697,0.462,0.179,0.038,0.017,0.303,0.571,0.352,0.559,1,0.043,0.38,0.444
2020,Ish Smith,PG,6.2,13.9,0.447,13.2,0.755,0.235,0.168,0.161,0.19,0.245,0.473,0.367,0.171,0.742,0,0.272,0.348
2020,Ivica Zubac,C,6.4,10.5,0.613,3.4,0.995,0.691,0.229,0.042,0.034,0.005,0.616,0,0.725,NA,0.265,0,NA
2020,J.J. Redick,SG,6.5,14.4,0.453,21.1,0.371,0.067,0.055,0.06,0.189,0.629,0.453,0.453,0.811,0.933,0,0.139,0.527
2020,Ja Morant,PG,7.8,16.3,0.477,9.5,0.809,0.396,0.248,0.126,0.039,0.191,0.511,0.335,0.282,0.55,0.067,0.101,0.5
2020,Jae Crowder,SF-PF,4.3,10.8,0.401,19.5,0.3,0.187,0.044,0.02,0.05,0.7,0.538,0.343,0.648,0.852,0.007,0.226,0.382
2020,Jakob Poeltl,C,5.1,8.2,0.624,3.4,1,0.658,0.267,0.075,0,0,0.624,NA,0.753,NA,0.105,NA,NA
2020,Jalen Brunson,PG,6.4,13.7,0.466,13.6,0.691,0.178,0.258,0.139,0.116,0.309,0.515,0.358,0.239,0.814,0,0.233,0.357
2020,Jamal Murray,PG,7.7,16.9,0.456,15.5,0.638,0.188,0.135,0.139,0.176,0.362,0.519,0.346,0.47,0.67,0.037,0.093,0.4
2020,James Ennis III,SF-SG,4.6,10.2,0.446,14,0.529,0.373,0.089,0.039,0.028,0.471,0.553,0.325,0.667,0.891,0.075,0.337,0.404
2020,James Harden,SG,9.7,22,0.444,16.6,0.443,0.243,0.177,0.018,0.005,0.557,0.556,0.355,0.139,0.171,0.015,0.045,0.342
2020,JaMychal Green,PF,4.2,9.7,0.429,18.4,0.324,0.205,0.085,0.014,0.02,0.676,0.518,0.387,0.576,1,0.04,0.231,0.4
2020,Jaren Jackson Jr.,C,7.8,16.7,0.469,14.9,0.511,0.236,0.232,0.031,0.012,0.489,0.54,0.394,0.644,0.924,0.08,0.19,0.4
2020,Jarrett Allen,C,5.9,9,0.649,2.6,0.987,0.755,0.211,0.019,0.002,0.013,0.658,0,0.795,NA,0.447,0.833,0
2020,Jarrett Culver,SG,5.5,13.6,0.404,12.1,0.612,0.38,0.186,0.03,0.016,0.388,0.471,0.299,0.396,0.758,0.06,0.176,0.205
2020,JaVale McGee,C,6.2,9.7,0.637,3.6,0.98,0.686,0.239,0.049,0.007,0.02,0.64,0.5,0.719,0.667,0.392,0,NA
2020,Jaxson Hayes,C,5.8,8.6,0.672,2.8,0.985,0.838,0.124,0.023,0,0.015,0.678,0.25,0.809,1,0.432,0.25,1
2020,Jaylen Brown,SG,7.9,16.5,0.481,13.6,0.619,0.269,0.194,0.09,0.065,0.381,0.543,0.382,0.477,0.884,0.051,0.269,0.484
2020,Jayson Tatum,PF,8.8,19.5,0.45,14.4,0.617,0.248,0.155,0.126,0.089,0.383,0.48,0.403,0.433,0.545,0.05,0.171,0.413
2020,Jeff Teague,PG,5.2,12,0.436,10.9,0.761,0.303,0.297,0.123,0.039,0.239,0.457,0.368,0.159,0.465,0.01,0.085,0.5
2020,Jerami Grant,PF,5.8,12.1,0.478,13.5,0.603,0.306,0.164,0.069,0.063,0.397,0.537,0.389,0.766,1,0.109,0.294,0.338
2020,Jerome Robinson,SG,4.2,11.4,0.371,17.8,0.506,0.113,0.129,0.129,0.135,0.494,0.42,0.32,0.439,0.918,0.019,0.261,0.275
2020,Jevon Carter,PG,3.8,9.3,0.416,18.6,0.399,0.152,0.082,0.062,0.103,0.601,0.402,0.425,0.436,0.903,0.004,0.342,0.46
2020,Jimmy Butler,SF,6.3,13.9,0.455,10,0.843,0.34,0.257,0.15,0.095,0.157,0.495,0.244,0.402,0.552,0.074,0.193,0.217
2020,Joe Harris,SF,6.5,13.3,0.486,15.5,0.482,0.29,0.111,0.029,0.052,0.518,0.553,0.424,0.766,0.959,0.003,0.17,0.507
2020,Joe Ingles,PF,4.1,9.3,0.445,18.3,0.362,0.13,0.156,0.056,0.02,0.638,0.525,0.399,0.371,0.652,0.004,0.21,0.365
2020,Joel Embiid,C,9.1,19.1,0.477,12.4,0.785,0.255,0.195,0.202,0.134,0.215,0.517,0.331,0.452,0.912,0.061,0.035,0.333
2020,Jonas Valančiūnas,C,8.4,14.4,0.585,7.2,0.877,0.424,0.359,0.068,0.027,0.123,0.617,0.352,0.588,1,0.091,0.143,0.231
2020,Jordan Clarkson,SG,8.3,18.3,0.454,15.3,0.524,0.194,0.22,0.083,0.027,0.476,0.533,0.368,0.256,0.77,0.013,0.232,0.396
2020,Jordan Poole,SG,4.7,14.2,0.333,19.1,0.472,0.129,0.094,0.086,0.163,0.528,0.392,0.279,0.462,0.851,0.006,0.113,0.367
2020,Josh Hart,SF,4.6,10.9,0.423,18.2,0.335,0.211,0.073,0.038,0.013,0.665,0.584,0.342,0.462,0.967,0.008,0.277,0.418
2020,Josh Okogie,SG,4,9.3,0.427,11.7,0.613,0.405,0.176,0.03,0.003,0.387,0.529,0.266,0.55,0.927,0.085,0.299,0.348
2020,Josh Richardson,SG,5.9,13.7,0.43,16.1,0.615,0.166,0.142,0.144,0.163,0.385,0.486,0.341,0.43,0.812,0.025,0.12,0.367
2020,Jrue Holiday,SG,7.8,17.1,0.455,12.1,0.656,0.337,0.214,0.07,0.036,0.344,0.509,0.353,0.31,0.574,0.026,0.147,0.431
2020,Julius Randle,PF,8,17.4,0.46,10.5,0.77,0.358,0.235,0.097,0.081,0.23,0.515,0.277,0.404,0.938,0.056,0.169,0.385
2020,Justin Holiday,SF,4.1,9.6,0.428,19.6,0.319,0.16,0.047,0.045,0.066,0.681,0.477,0.405,0.77,0.978,0.047,0.39,0.403
2020,Justin Jackson,PF,4.7,11.7,0.396,15.4,0.522,0.199,0.196,0.111,0.015,0.478,0.489,0.294,0.816,0.938,0.006,0.233,0.289
2020,Kawhi Leonard,SF,10.4,22.1,0.47,14.6,0.713,0.167,0.174,0.226,0.147,0.287,0.506,0.378,0.284,0.626,0.059,0.052,0.412
2020,Kelly Olynyk,C,5.1,11,0.462,17.6,0.412,0.221,0.098,0.055,0.038,0.588,0.543,0.406,0.697,0.947,0.023,0.197,0.391
2020,Kelly Oubre Jr.,SF,6.9,15.4,0.452,12.7,0.628,0.334,0.166,0.082,0.046,0.372,0.511,0.352,0.574,0.954,0.103,0.283,0.333
2020,Kemba Walker,PG,7.8,18.4,0.425,17.6,0.468,0.198,0.111,0.076,0.082,0.532,0.476,0.381,0.247,0.489,0,0.053,0.36
2020,Kendrick Nunn,PG,7.4,16.8,0.439,15.8,0.572,0.201,0.141,0.109,0.12,0.428,0.505,0.35,0.371,0.752,0.027,0.228,0.337
2020,Kent Bazemore,SF,4.3,11.4,0.375,14.9,0.543,0.268,0.139,0.069,0.067,0.457,0.4,0.344,0.491,0.952,0.026,0.459,0.313
2020,Kentavious Caldwell-Pope,SG,4.8,10.4,0.467,15.9,0.529,0.254,0.071,0.091,0.112,0.471,0.541,0.385,0.766,0.924,0.032,0.397,0.389
2020,Kevin Huerter,SG,5.2,12.5,0.413,18.1,0.452,0.139,0.118,0.121,0.074,0.548,0.453,0.38,0.392,0.85,0.018,0.165,0.455
2020,Kevin Knox,SF,4.4,12.4,0.359,16.6,0.504,0.195,0.125,0.082,0.102,0.496,0.391,0.327,0.506,0.923,0.045,0.241,0.271
2020,Kevin Love,PF,6.6,14.7,0.45,18.3,0.464,0.133,0.116,0.111,0.103,0.536,0.537,0.374,0.586,0.932,0.007,0.141,0.455
2020,Kevin Porter Jr.,SF,5.8,13,0.442,14,0.625,0.295,0.121,0.105,0.105,0.375,0.506,0.335,0.444,0.755,0.088,0.196,0.419
2020,Khris Middleton,SF,9.2,18.4,0.497,16.6,0.626,0.127,0.129,0.199,0.172,0.374,0.546,0.415,0.377,0.701,0.012,0.15,0.472
2020,Kris Dunn,PG,4.3,9.7,0.444,11.3,0.673,0.398,0.187,0.056,0.032,0.327,0.535,0.259,0.423,0.966,0.023,0.259,0.276
2020,Kristaps Porziņģis,C,7.9,18.5,0.427,16.4,0.568,0.191,0.124,0.18,0.072,0.432,0.484,0.352,0.727,0.972,0.094,0.04,0.375
2020,Kyle Anderson,SF,4.2,9,0.474,11.8,0.743,0.26,0.263,0.136,0.085,0.257,0.541,0.282,0.541,1,0.03,0.518,0.25
2020,Kyle Korver,SF,4.7,11,0.43,23.4,0.191,0.038,0.017,0.031,0.106,0.809,0.482,0.418,0.778,0.97,0,0.236,0.429
2020,Kyle Kuzma,PF,6.9,15.8,0.436,15.2,0.593,0.193,0.226,0.078,0.096,0.407,0.518,0.316,0.605,0.93,0.036,0.232,0.54
2020,Kyle Lowry,PG,5.7,13.8,0.416,18.2,0.42,0.213,0.093,0.044,0.07,0.58,0.504,0.352,0.235,0.543,0,0.088,0.317
2020,LaMarcus Aldridge,C,8,16.3,0.493,13.7,0.802,0.202,0.129,0.227,0.245,0.198,0.519,0.389,0.567,0.951,0.044,0.185,0.379
2020,Landry Shamet,SG,3.9,9.7,0.404,20.7,0.243,0.13,0.043,0.038,0.031,0.757,0.495,0.375,0.596,0.973,0.01,0.267,0.418
2020,Langston Galloway,SG,5,11.5,0.435,18.6,0.389,0.109,0.137,0.076,0.068,0.611,0.493,0.399,0.712,0.992,0.002,0.381,0.54
2020,Larry Nance Jr.,PF,5.6,10.5,0.531,12.5,0.631,0.394,0.109,0.074,0.053,0.369,0.636,0.352,0.613,0.982,0.188,0.27,0.419
2020,Lauri Markkanen,PF,6.1,14.3,0.425,15.5,0.464,0.274,0.149,0.027,0.014,0.536,0.518,0.344,0.535,0.991,0.096,0.142,0.422
2020,LeBron James,PG,10,20.3,0.493,12.9,0.674,0.365,0.139,0.073,0.097,0.326,0.564,0.348,0.234,0.473,0.062,0.061,0.5
2020,Lonnie Walker IV,SG,5.5,13,0.426,12.4,0.717,0.317,0.188,0.09,0.123,0.283,0.434,0.406,0.595,0.951,0.056,0.248,0.36
2020,Lonzo Ball,PG,4.9,12.2,0.403,17.7,0.425,0.214,0.083,0.049,0.079,0.575,0.442,0.375,0.403,0.824,0.023,0.21,0.349
2020,Lou Williams,PG,7.6,18.1,0.418,14.8,0.663,0.193,0.183,0.145,0.142,0.337,0.451,0.352,0.207,0.64,0.005,0.229,0.347
2020,Luka Dončić,PG,10.2,22.1,0.463,14.5,0.569,0.26,0.237,0.058,0.014,0.431,0.574,0.316,0.171,0.24,0.012,0.02,0.273
2020,Malcolm Brogdon,PG,7,16.1,0.438,13.9,0.691,0.325,0.087,0.099,0.179,0.309,0.488,0.326,0.187,0.453,0.008,0.078,0.222
2020,Malik Beasley,SG,6.8,15.9,0.425,16.7,0.483,0.189,0.129,0.096,0.069,0.517,0.465,0.388,0.667,0.888,0.03,0.185,0.451
2020,Malik Monk,SG,6.5,15,0.434,14,0.582,0.287,0.203,0.061,0.031,0.418,0.542,0.284,0.526,0.862,0.059,0.162,0.273
2020,Marco Belinelli,SG,5,12.8,0.392,20.5,0.433,0.086,0.048,0.048,0.252,0.567,0.412,0.376,0.893,0.896,0,0.219,0.41
2020,Marcus Morris,SF-PF,6.6,15.1,0.438,17.7,0.57,0.089,0.128,0.172,0.181,0.43,0.461,0.408,0.366,0.789,0.004,0.221,0.442
2020,Marcus Smart,SG,4.8,12.8,0.375,18.4,0.421,0.111,0.163,0.103,0.044,0.579,0.415,0.347,0.303,0.723,0.009,0.147,0.345
2020,Mario Hezonja,PF,3.8,9,0.422,13.1,0.642,0.33,0.165,0.078,0.069,0.358,0.486,0.308,0.441,0.917,0.046,0.167,0.154
2020,Markelle Fultz,PG,6.5,13.9,0.465,10.9,0.825,0.335,0.194,0.194,0.101,0.175,0.507,0.267,0.3,0.833,0.036,0.133,0.333
2020,Markieff Morris,PF,6.2,13.9,0.443,16.1,0.502,0.194,0.151,0.127,0.031,0.498,0.5,0.386,0.635,0.977,0.048,0.298,0.382
2020,Marquese Chriss,PF,6.3,11.6,0.545,5.8,0.899,0.613,0.223,0.029,0.034,0.101,0.584,0.205,0.743,1,0.304,0.077,0.667
2020,Marvin Williams,PF,3.8,8.5,0.446,17.4,0.416,0.139,0.195,0.06,0.022,0.584,0.568,0.359,0.667,0.982,0.011,0.365,0.474
2020,Mason Plumlee,C,6,9.8,0.615,3.8,0.983,0.677,0.229,0.059,0.017,0.017,0.625,0,0.723,NA,0.326,0.4,0
2020,Matisse Thybulle,SG,3.1,7.4,0.423,16.6,0.408,0.272,0.079,0.03,0.026,0.592,0.519,0.357,0.732,1,0.136,0.338,0.415
2020,Matthew Dellavedova,PG,2.7,7.7,0.354,16.6,0.48,0.137,0.229,0.103,0.011,0.52,0.488,0.231,0.317,0.905,0,0.165,0.333
2020,Maurice Harkless,PF-SF,3.6,7.1,0.502,10.4,0.654,0.519,0.095,0.014,0.025,0.346,0.584,0.347,0.639,0.912,0.205,0.551,0.37
2020,Maurice Harkless,PF,3.5,6.8,0.516,10,0.664,0.535,0.097,0.009,0.023,0.336,0.59,0.37,0.647,0.963,0.226,0.603,0.432
2020,Maxi Kleber,PF,4.5,9.8,0.461,16.7,0.379,0.276,0.066,0.027,0.01,0.621,0.605,0.373,0.831,1,0.107,0.379,0.38
2020,Meyers Leonard,C,4.1,8.1,0.509,16.3,0.453,0.235,0.141,0.06,0.017,0.547,0.623,0.414,0.833,0.943,0.158,0.148,0.368
2020,Michael Porter Jr.,SF,7.8,15.3,0.509,13.6,0.616,0.337,0.115,0.057,0.107,0.384,0.564,0.422,0.632,0.839,0.097,0.259,0.421
2020,Mikal Bridges,SF,4.4,8.5,0.51,12.6,0.599,0.386,0.122,0.062,0.029,0.401,0.61,0.361,0.763,0.986,0.101,0.49,0.411
2020,Mike Scott,PF,4.4,10.4,0.426,18.2,0.38,0.194,0.086,0.06,0.04,0.62,0.519,0.369,0.696,1,0.017,0.217,0.255
2020,Miles Bridges,SF,5.8,13.6,0.424,12.9,0.602,0.308,0.226,0.05,0.017,0.398,0.486,0.33,0.514,0.939,0.07,0.353,0.377
2020,Mitchell Robinson,C,6.5,8.7,0.742,1.3,1,0.924,0.073,0.003,0,0,0.742,NA,0.668,NA,0.616,NA,NA
2020,Mo Bamba,C,5.4,11.7,0.462,12.4,0.626,0.406,0.126,0.031,0.063,0.374,0.531,0.346,0.537,1,0.143,0.103,0.182
2020,Monte Morris,PG,5.7,12.5,0.459,14,0.696,0.193,0.187,0.171,0.145,0.304,0.495,0.378,0.369,0.862,0.002,0.366,0.429
2020,Montrezl Harrell,C,9.7,16.7,0.58,4.2,0.978,0.61,0.305,0.046,0.017,0.022,0.593,0,0.618,NA,0.172,0,NA
2020,Myles Turner,C,5.3,11.6,0.457,15.5,0.574,0.221,0.152,0.107,0.094,0.426,0.54,0.344,0.709,1,0.065,0.148,0.351
2020,Nemanja Bjelica,PF,5.6,11.7,0.481,15.4,0.51,0.253,0.198,0.031,0.029,0.49,0.541,0.419,0.55,0.948,0.028,0.125,0.525
2020,Nerlens Noel,C,5.9,8.6,0.684,5.1,0.989,0.613,0.186,0.134,0.056,0.011,0.688,0.333,0.831,1,0.442,0.333,1
2020,Nicolò Melli,C,4.7,11.2,0.421,19.2,0.362,0.152,0.099,0.065,0.046,0.638,0.573,0.335,0.612,1,0.043,0.233,0.313
2020,Nikola Jokić,C,8.7,16.5,0.528,12,0.762,0.237,0.275,0.143,0.107,0.238,0.594,0.314,0.511,0.85,0.014,0.039,0.5
2020,Nikola Vučević,C,8.9,18.6,0.477,12.5,0.72,0.235,0.27,0.131,0.084,0.28,0.531,0.339,0.719,0.99,0.03,0.031,0.778
2020,Norman Powell,SG,7.2,14.6,0.495,14.2,0.543,0.331,0.137,0.032,0.043,0.457,0.575,0.399,0.668,0.954,0.055,0.311,0.435
2020,OG Anunoby,SF,5,9.9,0.505,11.6,0.597,0.452,0.111,0.025,0.009,0.403,0.583,0.39,0.64,0.955,0.154,0.504,0.4
2020,P.J. Tucker,PF,2.6,6.2,0.415,18.4,0.298,0.148,0.089,0.035,0.026,0.702,0.551,0.358,0.729,0.991,0,0.766,0.384
2020,P.J. Washington,PF,5.5,12.1,0.455,12.3,0.61,0.324,0.25,0.024,0.012,0.39,0.507,0.374,0.786,0.965,0.109,0.274,0.508
2020,Pascal Siakam,PF,8.5,18.8,0.453,12.7,0.669,0.277,0.235,0.074,0.083,0.331,0.499,0.359,0.423,0.664,0.039,0.222,0.383
2020,Pat Connaughton,SG,4,8.7,0.455,15.9,0.449,0.349,0.063,0.013,0.023,0.551,0.607,0.331,0.732,0.945,0.1,0.114,0.316
2020,Patrick Beverley,PG,3.9,9.1,0.431,17.2,0.396,0.194,0.147,0.041,0.015,0.604,0.496,0.388,0.299,0.95,0.006,0.311,0.422
2020,Patrick Patterson,PF,4.4,10.8,0.408,20.1,0.262,0.124,0.064,0.039,0.034,0.738,0.459,0.39,0.786,1,0.039,0.413,0.423
2020,Patty Mills,PG,6.3,14.5,0.431,20.4,0.326,0.117,0.042,0.04,0.127,0.674,0.533,0.382,0.51,0.779,0,0.208,0.452
2020,Paul Millsap,PF,6.1,12.7,0.482,10.8,0.717,0.34,0.247,0.098,0.032,0.283,0.5,0.435,0.631,1,0.05,0.274,0.441
2020,Raul Neto,PG,5.4,12,0.455,13.8,0.604,0.306,0.158,0.099,0.041,0.396,0.5,0.386,0.284,0.824,0,0.125,0.545
2020,Ricky Rubio,PG,5.1,12.4,0.415,13.9,0.688,0.249,0.137,0.133,0.169,0.312,0.439,0.361,0.278,0.872,0,0.269,0.379
2020,RJ Barrett,SG,6.2,15.4,0.402,10.7,0.729,0.392,0.201,0.065,0.072,0.271,0.432,0.32,0.354,0.937,0.056,0.299,0.356
2020,Robert Covington,PF-C,5.1,12.2,0.422,18.7,0.336,0.217,0.087,0.012,0.019,0.664,0.593,0.335,0.771,0.925,0.017,0.131,0.365
2020,Robin Lopez,C,5.5,11.2,0.492,11.8,0.649,0.254,0.351,0.037,0.007,0.351,0.577,0.333,0.58,1,0.04,0.524,0.364
2020,Rodney McGruder,SG,3,7.5,0.398,14.8,0.508,0.204,0.232,0.066,0.006,0.492,0.522,0.27,0.729,1,0.017,0.472,0.214
2020,Rondae Hollis-Jefferson,PF,5,10.6,0.471,4.8,0.93,0.657,0.191,0.061,0.021,0.07,0.497,0.13,0.645,1,0.091,0.565,0
2020,Royce O'Neale,SF,2.8,6.4,0.433,18.6,0.332,0.203,0.101,0.008,0.019,0.668,0.545,0.377,0.848,1,0.047,0.32,0.436
2020,Rudy Gay,PF,6.6,14.7,0.446,15.3,0.631,0.168,0.156,0.193,0.114,0.369,0.511,0.336,0.49,0.851,0.047,0.268,0.288
2020,Rudy Gobert,C,6,8.6,0.693,2.1,1,0.837,0.158,0.005,0,0,0.693,NA,0.749,NA,0.425,NA,NA
2020,Russell Westbrook,PG,10.6,22.5,0.472,10.1,0.834,0.415,0.142,0.13,0.148,0.166,0.514,0.258,0.235,0.655,0.041,0.192,0.22
2020,Ryan Arcidiacono,PG,3.5,8.5,0.409,18.4,0.373,0.15,0.1,0.1,0.023,0.627,0.439,0.391,0.5,0.889,0,0.29,0.475
2020,Semi Ojeleye,PF,2.8,7,0.408,18.4,0.352,0.138,0.143,0.02,0.051,0.648,0.464,0.378,0.625,0.958,0.041,0.409,0.462
2020,Serge Ibaka,C,8.3,16.2,0.512,12.4,0.728,0.24,0.264,0.11,0.113,0.272,0.559,0.385,0.799,1,0.09,0.11,0.25
2020,Seth Curry,SG,6.5,13.1,0.495,18.9,0.441,0.091,0.129,0.105,0.117,0.559,0.549,0.452,0.424,0.8,0,0.171,0.436
2020,Shabazz Napier,PG,5,12.2,0.412,17.2,0.474,0.219,0.077,0.094,0.083,0.526,0.519,0.317,0.205,0.539,0,0.108,0.154
2020,Shai Gilgeous-Alexander,SG,7.1,15,0.471,11.4,0.753,0.286,0.263,0.136,0.068,0.247,0.512,0.347,0.235,0.54,0.019,0.127,0.438
2020,Solomon Hill,PF,3.6,9.2,0.396,18.2,0.385,0.147,0.147,0.032,0.058,0.615,0.439,0.368,0.553,0.921,0.018,0.246,0.452
2020,Spencer Dinwiddie,PG,7.7,18.4,0.415,13.3,0.608,0.31,0.191,0.078,0.028,0.392,0.485,0.308,0.176,0.496,0.014,0.13,0.327
2020,Sterling Brown,SF,4.5,12,0.371,16.4,0.469,0.227,0.125,0.063,0.055,0.531,0.425,0.324,0.471,0.909,0.023,0.324,0.432
2020,Steven Adams,C,6.1,10.2,0.592,4.4,0.994,0.513,0.397,0.082,0.002,0.006,0.594,0.333,0.67,1,0.176,0.333,0
2020,Svi Mykhailiuk,SF,4.7,11.5,0.41,19.5,0.296,0.173,0.094,0.017,0.012,0.704,0.425,0.404,0.529,0.939,0.025,0.218,0.419
2020,T.J. McConnell,PG,5.8,11.2,0.516,8.7,0.959,0.326,0.243,0.282,0.107,0.041,0.525,0.294,0.232,1,0,0.353,0.167
2020,T.J. Warren,SF,8.7,16.3,0.536,12,0.773,0.275,0.171,0.216,0.112,0.227,0.575,0.403,0.609,0.901,0.037,0.412,0.419
2020,Taj Gibson,C,5.9,10,0.584,6.7,0.951,0.577,0.136,0.08,0.157,0.049,0.599,0.286,0.724,1,0.14,0.571,0.25
2020,Taurean Prince,PF,5.4,14.3,0.376,17.5,0.417,0.188,0.112,0.074,0.042,0.583,0.429,0.339,0.576,0.877,0.02,0.309,0.331
2020,Terence Davis,SG,5.9,13,0.456,15.8,0.445,0.305,0.089,0.037,0.014,0.555,0.541,0.388,0.419,0.904,0.055,0.236,0.474
2020,Terrance Ferguson,SF,2.2,6.3,0.355,20.4,0.236,0.123,0.05,0.014,0.05,0.764,0.558,0.292,0.897,0.98,0.032,0.411,0.319
2020,Terrence Ross,SG,6.5,16.1,0.403,20.1,0.404,0.09,0.066,0.104,0.144,0.596,0.48,0.351,0.628,0.87,0.033,0.089,0.4
2020,Terry Rozier,PG,6.6,15.7,0.423,15.6,0.55,0.221,0.149,0.103,0.078,0.45,0.436,0.407,0.319,0.808,0.009,0.187,0.405
2020,Thaddeus Young,PF,6.1,13.6,0.448,11.9,0.631,0.329,0.25,0.023,0.028,0.369,0.501,0.356,0.568,0.937,0.048,0.423,0.362
2020,Thon Maker,C,4.3,9,0.482,12,0.668,0.332,0.223,0.057,0.057,0.332,0.55,0.344,0.761,0.955,0.155,0.469,0.333
2020,Tim Hardaway Jr.,SG,6.6,15.2,0.434,18.6,0.42,0.131,0.11,0.08,0.098,0.58,0.485,0.398,0.517,0.838,0.023,0.24,0.447
2020,Tobias Harris,PF,8.1,17.1,0.471,13.2,0.696,0.229,0.214,0.157,0.095,0.304,0.517,0.367,0.479,0.863,0.049,0.19,0.441
2020,Tomáš Satoranský,SG,4.5,10.6,0.43,12.7,0.639,0.287,0.212,0.1,0.04,0.361,0.491,0.322,0.341,0.906,0.034,0.286,0.368
2020,Tony Bradley,C,6.8,10.3,0.667,2.9,0.984,0.762,0.201,0.016,0.005,0.016,0.661,1,0.691,1,0.201,0,NA
2020,Tony Snell,SF,3.7,8.4,0.445,19.4,0.335,0.102,0.118,0.068,0.047,0.665,0.531,0.402,0.647,0.892,0.024,0.374,0.432
2020,Torrey Craig,SF,4.2,9,0.461,15,0.487,0.342,0.074,0.041,0.03,0.513,0.603,0.326,0.633,0.956,0.052,0.341,0.298
2020,Trae Young,PG,9.3,21.2,0.437,16.8,0.545,0.183,0.167,0.146,0.05,0.455,0.501,0.361,0.161,0.298,0,0.033,0.579
2020,Treveon Graham,SF,3.4,9.4,0.36,14.6,0.504,0.256,0.211,0.029,0.008,0.496,0.443,0.275,0.63,0.97,0.004,0.292,0.229
2020,Trevor Ariza,SF,3.4,7.8,0.438,17,0.361,0.269,0.065,0.012,0.015,0.639,0.556,0.372,0.692,0.948,0.059,0.377,0.397
2020,Trey Lyles,PF,4.3,9.7,0.446,15.4,0.51,0.265,0.108,0.07,0.067,0.49,0.503,0.387,0.75,1,0.061,0.274,0.457
2020,Tristan Thompson,PF,6,11.8,0.512,5.1,0.959,0.496,0.374,0.073,0.016,0.041,0.518,0.391,0.599,0.667,0.185,0.087,0
2020,Troy Brown Jr.,SF,5.5,12.6,0.439,13.3,0.712,0.272,0.195,0.108,0.138,0.288,0.479,0.341,0.528,0.967,0.035,0.263,0.447
2020,Tyler Herro,SG,6.4,15.1,0.428,18,0.528,0.122,0.106,0.116,0.184,0.472,0.462,0.389,0.474,0.784,0.005,0.151,0.467
2020,Tyus Jones,PG,5.8,12.5,0.459,13.6,0.711,0.175,0.242,0.198,0.096,0.289,0.492,0.379,0.387,0.745,0,0.177,0.5
2020,Vince Carter,PF,4.4,12.5,0.352,20.4,0.336,0.079,0.082,0.102,0.072,0.664,0.451,0.302,0.457,0.869,0.007,0.188,0.342
2020,Wes Iwundu,SF,3.7,8.8,0.416,14.3,0.648,0.24,0.146,0.116,0.146,0.352,0.457,0.341,0.551,0.75,0.052,0.329,0.37
2020,Wesley Matthews,SG,3.7,9.3,0.396,19.9,0.296,0.13,0.081,0.052,0.033,0.704,0.472,0.364,0.61,0.935,0.005,0.276,0.415
2020,Will Barton,SF,6.2,13.9,0.45,13.5,0.61,0.286,0.186,0.079,0.06,0.39,0.498,0.375,0.393,0.704,0.037,0.122,0.486
2020,Willie Cauley-Stein,C,5.7,9.9,0.579,5.4,0.997,0.56,0.238,0.093,0.106,0.003,0.581,0,0.789,NA,0.295,0,NA
2020,Yogi Ferrell,PG,5.4,12.8,0.42,17.4,0.58,0.149,0.053,0.186,0.191,0.42,0.505,0.304,0.236,0.667,0,0.177,0.571
2020,Zach LaVine,SF,9.3,20.7,0.45,13.9,0.596,0.374,0.083,0.048,0.093,0.404,0.497,0.38,0.406,0.549,0.077,0.167,0.481
2019,Aaron Gordon,PF,6.4,14.3,0.449,13,0.668,0.328,0.129,0.116,0.096,0.332,0.499,0.349,0.504,0.843,0.109,0.251,0.402
2019,Aaron Holiday,PG,5.9,14.6,0.401,17.7,0.515,0.183,0.111,0.076,0.145,0.485,0.459,0.339,0.387,0.791,0.011,0.102,0.385
2019,Abdel Nader,SF,4.7,11.2,0.423,13.6,0.535,0.353,0.149,0.014,0.019,0.465,0.513,0.32,0.492,0.969,0.028,0.4,0.375
2019,Al Horford,C,7.1,13.2,0.535,13.3,0.719,0.242,0.207,0.119,0.151,0.281,0.604,0.36,0.752,1,0.072,0.094,0.263
2019,Al-Farouq Aminu,PF,4,9.3,0.433,13.9,0.528,0.351,0.105,0.029,0.044,0.472,0.514,0.343,0.516,1,0.079,0.311,0.356
2019,Alec Burks,SG,5,12.4,0.405,13.6,0.646,0.287,0.173,0.089,0.097,0.354,0.428,0.363,0.42,0.77,0.025,0.196,0.364
